クエストデータ																																											
string Node Prefix	string 物語	int 終了	string 背景	string 地名	string 音楽	string フラグ	string 画像Ａ	string 画像Ｂ	string 戦闘	string 処理	string 顔画像	string 説明	string 物語２	string 物語３	string コルルンサ	string 秘書任命	string 戦闘２	string 分岐	string 条件書換前	string ！条件書換前	string 割り込み	string 割り込み背景	string 秘書登録	string 物語４	string 物語５	string 物語６	string 物語７	string 物語８	string ムービー９	string 物語１０	string カード.values	string ムービー	string 戦闘４	string 条件書換後	string 条件	string ！条件	string ムービー８	string ワープ	string フラグ２	string フラグ３	string ！条件書換後	int デッキ編集	string 目的
友情長田君４.００１	長田君２／友情イベントＤ	1																																									
友情長田君５.００１	長田君２／友情イベントＥ	1																																									
友情志津香１.００１	志津香ナギ／友情イベントＡ	1																																									
友情志津香２.００１	志津香ナギ／友情イベントＢ	1																																									
友情志津香３.００１	志津香ナギ／友情イベントＣ	1																																									
友情志津香４.００１	志津香ナギ／友情イベントＤ	1																																									
友情志津香５.００１	志津香ナギ／友情イベントＥ	1																																									
友情ザンス１.００１	ザンス２／友情イベントＡ	1																																									
友情ザンス２.００１	ザンス２／友情イベントＢ	1																																									
友情ザンス３.００１	ザンス２／友情イベントＣ	1																																									
友情ザンス４.００１	ザンス２／友情イベントＤ	1																																									
友情ザンス５.００１	ザンス２／友情イベントＥ	1																																									
友情ウズメ１.００１	ウズメ２／友情イベントＡ	1																																									
友情ウズメ２.００１	ウズメ２／友情イベントＢ	1																																									
友情ウズメ３.００１	ウズメ２／友情イベントＣ	1																																									
友情ウズメ４.００１	ウズメ２／友情イベントＤ	1																																									
友情ウズメ５.００１	ウズメ２／友情イベントＥ	1																																									
友情乱義１.００１	乱義２／友情イベントＡ	1																																									
友情乱義２.００１	乱義２／友情イベントＢ	1																																									
友情乱義３.００１	乱義２／友情イベントＣ	1																																									
友情乱義４.００１	乱義２／友情イベントＤ	1																																									
友情乱義５.００１	乱義２／友情イベントＥ	1																																									
友情深根１.００１	深根２／友情イベントＡ	1																																									
友情深根２.００１	深根２／友情イベントＢ	1																																									
友情深根３.００１	深根２／友情イベントＣ	1																																									
友情深根４.００１	深根２／友情イベントＤ	1																																									
友情深根５.００１	深根２／友情イベントＥ	1																																									
友情ミックス１.００１	ミックス２／友情イベントＡ	1																																									
友情ミックス２.００１	ミックス２／友情イベントＢ	1																																									
友情ミックス３.００１	ミックス２／友情イベントＣ	1																																									
友情ミックス４.００１	ミックス２／友情イベントＤ	1																																									
友情ミックス５.００１	ミックス２／友情イベントＥ	1																																									
友情スシヌ１.００１	スシヌ２／友情イベントＡ	1																																									
友情スシヌ２.００１	スシヌ２／友情イベントＢ	1																																									
友情スシヌ３.００１	スシヌ２／友情イベントＣ	1																																									
友情スシヌ４.００１	スシヌ２／友情イベントＤ	1																																									
友情スシヌ５.００１	スシヌ２／友情イベントＥ	1																																									
友情元就１.００１	元就２／友情イベントＡ	1																																									
友情元就２.００１	元就２／友情イベントＢ	1																																									
友情元就３.００１	元就２／友情イベントＣ	1																																									
友情元就４.００１	元就２／友情イベントＤ	1																																									
友情元就５.００１	元就２／友情イベントＥ	1																																									
友情レリコフ１.００１	レリコフ２／友情イベントＡ	1																																									
友情レリコフ２.００１	レリコフ２／友情イベントＢ	1																																									
友情レリコフ３.００１	レリコフ２／友情イベントＣ	1																																									
友情レリコフ４.００１	レリコフ２／友情イベントＤ	1																																									
友情レリコフ５.００１	レリコフ２／友情イベントＥ	1																																									
友情ダークランス１.００１	ダークランス２／友情イベントＡ	1																																									
友情ダークランス２.００１	ダークランス２／友情イベントＢ	1																																									
友情ダークランス３.００１	ダークランス２／友情イベントＣ	1																																									
友情ダークランス４.００１	ダークランス２／友情イベントＤ	1																																									
友情ダークランス５.００１	ダークランス２／友情イベントＥ	1																																									
友情ドッスワッス１.００１	ドッスワッス／友情イベントＡ	1																																									
友情ドッスワッス２.００１	ドッスワッス／友情イベントＢ	1																																									
友情ドッスワッス３.００１	ドッスワッス／友情イベントＣ	1																																									
友情ドッスワッス４.００１	ドッスワッス／友情イベントＤ	1																																									
友情ドッスワッス５.００１	ドッスワッス／友情イベントＥ	1																																									
友情松下姫１.００１	松下姫／友情イベントＡ	1																																									
友情松下姫２.００１	松下姫／友情イベントＢ	1																																									
友情松下姫３.００１	松下姫／友情イベントＣ	1																																									
友情松下姫４.００１	松下姫／友情イベントＤ	1																																									
友情松下姫５.００１	松下姫／友情イベントＥ	1																																									
友情１１男.００１	６１１／旅館到着	1											６１１／旅館冒険	６１１／温泉／男湯										６１１／男部屋	６１１／決戦前夜																		
友情１１女.００１	６１１／旅館到着	1											６１１／旅館冒険	６１１／温泉／女湯										６１１／女部屋	６１１／決戦前夜																		
友情長田君Ｘ.００１	６１１／決戦前夜／長田君	1																																									
友情志津香Ｘ.００１	６１１／決戦前夜／志津香	1																																									
友情リセットＸ.００１	６１１／決戦前夜／リセット	1																																									
友情ザンスＸ.００１	６１１／決戦前夜／ザンス	1																																									
友情ウズメＸ.００１	６１１／決戦前夜／ウズメ	1																																									
友情乱義Ｘ.００１	６１１／決戦前夜／乱義	1																																									
友情深根Ｘ.００１	６１１／決戦前夜／深根	1																																									
友情ミックスＸ.００１	６１１／決戦前夜／ミックス	1																																									
友情スシヌＸ.００１	６１１／決戦前夜／スシヌ	1																																									
友情元就Ｘ.００１	６１１／決戦前夜／元就	1																																									
友情レリコフＸ.００１	６１１／決戦前夜／レリコフ	1																																									
友情ダークランスＸ.００１	６１１／決戦前夜／ダークランス	1																																									
友情ドッスワッスＸ.００１	６１１／決戦前夜／ドッスワッス	1																																									
友情松下姫Ｘ.００１	６１１／決戦前夜／松下姫	1																																									
２０海里作戦			ランス城	ランス城	フィールド／ランス城																																						
２０海里作戦.０００１	２５８／１／作戦会議					海展開＝１	000ランス城	イベント印																																			
２０海里作戦.０００１.選択分岐.分岐前					フィールド／奮起						ランス	いざ大海原！																															
２０海里作戦.０００２	２５８／１／ジフテリア１		都市	ジフテリアの港			都市	イベント印																																			
２０海里作戦.０００２.選択分岐.分岐前											ランス	さあ乗り込むぞ																															
２０海里作戦.０００３	２５８／１／ジフテリア２					サンセット禁止	都市	イベント印																																			
２０海里作戦.０００３.選択分岐.分岐前											シィル	乗船振り分け後なので$部隊編成が必要です																															
２０海里作戦.０００４	２５８／１／出港						都市	イベント印																																			
２０海里作戦.０００４.選択分岐.分岐前					無音						ランス	出　航　！																															
２０海里作戦.０１００	２５８／２／初めての海		海	海　－航海１日目－	フィールド／海	地形＝海上	海	イベント印																																			
２０海里作戦.０１００.選択分岐.分岐前											シィル	広いですね、海って																															
２０海里作戦.０１０５							海	モンスター印	m11海上																																		
２０海里作戦.０１０５.選択分岐.分岐前											カロリア	モンスターは出る……$ふむふむ																															
２０海里作戦.０１１０	２５８／２／航海予定						海	イベント印																																			
２０海里作戦.０１１０.選択分岐.分岐前											かなみ	わ、私、偵察手伝うんだけど……$きゃー																															
２０海里作戦.０１１５								自動モンスター印	m11海上　自動																																		
２０海里作戦.０１１６							海	モンスター印	m11海上																																		
２０海里作戦.０１１６.選択分岐.分岐前											アルカネーゼ	この船、頑丈だな……																															
２０海里作戦.０１２０	２５８／２／船酔い						海	イベント印																																			
２０海里作戦.０１２０.選択分岐.分岐左											ランス	とーりかじぃー																															
２０海里作戦.０１２０.選択分岐.分岐前											ランス	おーもかじぃー																															
２０海里作戦.０１３０								自動モンスター印	m11海上　自動																																		
２０海里作戦.０１３２							海	勲章ＵＰ印		勲章																																	
２０海里作戦.０１３１							海	モンスター印																																			
２０海里作戦.０１４０							海	"\"""																																			
２０海里作戦.０１４０.選択分岐.分岐前											フレイア	あら、何かありそうね																															
２０海里作戦.０１４２							海	アイテムＵＰ印		アイテムＵＰ																																	
２０海里作戦.０１４２.選択分岐.分岐前											香姫	酔い止めのお薬は……$無いみたいですね　残念																															
２０海里作戦.０２００	２５８／２／２日目の朝		海	海　－航海２日目－			海	イベント印																																			
２０海里作戦.０２００.選択分岐.分岐前											ランス	さあ、2日目だ！																															
２０海里作戦.０２０１							海	回復印		回復																																	
２０海里作戦.０２０１.選択分岐.分岐前											ピグ	元気元気																															
２０海里作戦.０２０５								自動モンスター印	m11飛行　自動																																		
２０海里作戦.０２０６							海	モンスター印	m22飛行																																		
２０海里作戦.０２０６.選択分岐.分岐前											サテラ	ふん、造作もない																															
２０海里作戦.０２１０	２５８／２／釣り					釣り００の追加１	海	イベント印																																			
２０海里作戦.０２１０.選択分岐.分岐左	２５８／２／選択／沖合に向かう										ランス	いいから沖合だ$フグが俺様を呼んでいる																															
２０海里作戦.０２１０.選択分岐.分岐前											ランス	それもそうか$ちっ、勘弁してやろう																															
２０海里作戦.０２１５							海	モンスター印	m11海上																																		
２０海里作戦.０２１５.選択分岐.分岐前											エレノア	……あら。こっちに行くの？																															
２０海里作戦.０２２０	２５８／２／沖合で釣り１					釣り００の追加１	海	イベント印																																			
２０海里作戦.０２２０.選択分岐.分岐左	２５８／２／選択／沖合に向かう２										ランス	俺は攻める男$さらに沖合だ																															
２０海里作戦.０２２０.選択分岐.分岐前											ランス	クレバーに引き下がる																															
２０海里作戦.０２３０	２５８／２／沖合で釣り２					釣り００の追加２	海滝	イベント印																																			
２０海里作戦.０２３０.選択分岐.分岐左											ランス	おおおおぉー！？																															
２０海里作戦.０２４０	２５８／２／沖合で釣り３						海滝	イベント印																																			
２０海里作戦.０２４０.選択分岐.分岐前											船長	死ぬかと思ったぜ																															
２０海里作戦.０２４１							海	"\"""																																			
２０海里作戦.０２４２							海	モンスター印	m11海上																																		
２０海里作戦.０２４２.選択分岐.分岐前											クルックー	………………																															
２０海里作戦.０２４３							海	"\"""																																			
２０海里作戦.０２４４							海	"\"""																																			
２０海里作戦.０２４５							海	ＥＸＰ印		ＥＸＰ																																	
２０海里作戦.０２４６							海	ＥＸＰ印		ＥＸＰ																																	
２０海里作戦.０２５０	２５８／２／サンセット号１						海	イベント印																																			
２０海里作戦.０２５０.選択分岐.分岐前											パットン	んじゃ、こっちは任せてくれ																															
２０海里作戦.０２５５								自動モンスター印	m11飛行　自動																																		
２０海里作戦.０２５６								自動モンスター印	m11古代種　自動																																		
２０海里作戦.０３００							海	回復印		回復																																	
２０海里作戦.０３００.選択分岐.分岐前											サチコ	ごっはん　ごっはん																															
２０海里作戦.０３０１				海　－航海３日目－			海	イベント印											ヘルマン健在　物語=２５８／２／３日目の朝／シーラ	ヘルマン健在　物語=２５８／２／３日目の朝／謙信																							
２０海里作戦.０３０１.選択分岐.分岐前											ランス	すっきりと3日目だ$がはははは																															
２０海里作戦.０３１０	２５８／２／海獣１						海	イベント印																																			
２０海里作戦.０３１０.選択分岐.分岐前											ピグ	右手に見えますのが$海獣でございます																															
２０海里作戦.０３１１							海	大ボス印																																			
２０海里作戦.０３１５							海	モンスター印	m11海上																																		
２０海里作戦.０３１５.選択分岐.分岐前											ミラクル	海獣か$面白いものを見た																															
２０海里作戦.０３２０	２５８／２／ランス城との通信１						海	イベント印																																			
２０海里作戦.０３２０.選択分岐.分岐前											パステル	魔力全開$フルパワーじゃ！																															
２０海里作戦.０３３０	２５８／２／ノア１						258溺れている何か	"\"""																																			
２０海里作戦.０３３０.選択分岐.分岐前											ノア	よろしくお願いします																															
２０海里作戦.０３４０							海	宝箱印		宝箱／ノーマル																					Lv32 ノア												
２０海里作戦.０３４０.選択分岐.分岐左											ランス	とーりかじぃー																															
２０海里作戦.０３４０.選択分岐.分岐右											ランス	おーもかじぃー																															
２０海里作戦.０３４１							海	モンスター印	m11海上																																		
２０海里作戦.０３４１.選択分岐.分岐前											ランス	よしよし$俺様の航海はこうでないと																															
２０海里作戦.０３４２							海	女の子モンスター印	m22海上＋シャチ子																																		
２０海里作戦.０３４３								食券ＵＰ印		食券																																	
２０海里作戦.０４００	２５８／２／ノア２			海　－航海４日目－			海	エロイベント印																																			
２０海里作戦.０４００.選択分岐.分岐前											"\"""	4日目！　朝だーーーー																															
２０海里作戦.０４０１							海	回復印		回復																																	
２０海里作戦.０４０１.選択分岐.分岐左											ランス	あっちが平和な気がする																															
２０海里作戦.０４０１.選択分岐.分岐前											ランス	ん、あれは・・？																															
２０海里作戦.０４０５							海	宝箱印		宝箱／ノーマル																																	
２０海里作戦.０４０６							海	宝箱印		宝箱／ノーマル																																	
２０海里作戦.０４０７							海	宝箱印		宝箱／ノーマル																																	
２０海里作戦.０４１０	２５８／２／海獣２／戦闘前						海	大ボス印	m55海獣レイドボス																																		
２０海里作戦.０４１０.条件分岐.分岐前												戦闘＝・・・																								勝利							
２０海里作戦.０４１０.条件分岐.分岐右						達成／海獣＝５						戦闘＝勝利																							勝利								
２０海里作戦.０４１１							海	回復印		回復																																	
２０海里作戦.０４１５	２５８／２／海獣２／戦闘後						海	難易度ＵＰ印		難易度																																	
２０海里作戦.０４１５.選択分岐.分岐前											ノア	……はあ。驚きました……																															
２０海里作戦.０４２０	２５８／２／謎の島１						海	イベント印																																			
２０海里作戦.０４２０.選択分岐.分岐左											ランス	俺達には目的があるのだ$パスだ																															
２０海里作戦.０４２０.選択分岐.分岐前											ランス	神秘の島が俺様を呼んでいる$行く																															
２０海里作戦.０４３０	２５８／２／謎の島２		謎の島	竜宮島？	ＡＤＶ／緊張		謎の島	イベント印																																			
２０海里作戦.０４３０.選択分岐.分岐前						地形＝戻し					シィル	しびびび…																															
２０海里作戦.０４４０	２５８／２／謎の島２／戦闘前				フィールド／僻地昼		謎の島	中ボス印	m55中ボスＥ				２５８／２／謎の島２／戦闘後																														
２０海里作戦.０４４０.選択分岐.分岐前						地形＝海上					サチコ	あ、宝箱																															
２０海里作戦.０４５０							謎の島	レア宝箱印		宝箱／レア																																	
２０海里作戦.０４５０.選択分岐.分岐前			海	海　－航海４日目－	フィールド／海						ランス	船が出るぞー																															
２０海里作戦.０５００	２５８／２／６日目の朝		海	海　－航海６日目－			海	イベント印																																			
２０海里作戦.０５００.選択分岐.分岐前											ランス	6日目……$そろそろ着くか？																															
２０海里作戦.０５０５							海	回復印		回復																																	
２０海里作戦.０５０６								自動ハニー印	m22ハニー　自動																																		
２０海里作戦.０５１０	２５８／３／魔物圏						海	イベント印																																			
２０海里作戦.０５１０.選択分岐.分岐左	２５８／３／選択／陸地沿いに行く										ランス	時間切れを警戒する$海岸沿いだ																															
２０海里作戦.０５１０.選択分岐.分岐右											ランス	俺は用心深い男$沖合だ																															
２０海里作戦.０５１１							海	アイテムＵＰ印		アイテムＵＰ																																	
２０海里作戦.０５１２							海岸																																				
２０海里作戦.０５１３							海岸																																				
２０海里作戦.０５１９	２５８／３／陸地沿い／戦闘前				フィールド／危機		海	イベント印																																			
２０海里作戦.０５１９.選択分岐.分岐左			魔物平原	魔物界の海岸							ランス	絶対に逃がすな！																															
２０海里作戦.０５２０							海岸	魔軍印	m22魔軍／海岸																																		
２０海里作戦.０５２０.条件分岐.分岐前												戦闘＝・・・・																							引き分け								
２０海里作戦.０５２０.条件分岐.分岐右												戦闘＝勝利																							勝利								
２０海里作戦.０５２１	２５８／３／陸地沿い／勝利		海	海　－航海６日目－	フィールド／海		海岸	イベント印																																			
２０海里作戦.０５２１.選択分岐.分岐前											ランス	沖に出るぞ																															
２０海里作戦.０５２２	２５８／３／陸地沿い／逃げられた	2					魔物平原	イベント印																																			
２０海里作戦.０５３０	２５８／３／沖合偵察						海	イベント印																																			
２０海里作戦.０５４０							海	モンスター印	m22飛行																																		
２０海里作戦.０５４１							海	"\"""																																			
２０海里作戦.０５４２							海	"\"""																																			
２０海里作戦.０５４３							海	"\"""																																			
２０海里作戦.０５４４							海	モンスター印	m11飛行																																		
２０海里作戦.０６００	２５８／３／７日目の朝		海	海　－航海７日目－			海	イベント印																																			
２０海里作戦.０６００.選択分岐.分岐前											ランス	寝るぞ																															
２０海里作戦.０６０１							海	回復印		回復																																	
２０海里作戦.０６０１.選択分岐.分岐左											ランス	なんかいるぞ？																															
２０海里作戦.０６０１.選択分岐.分岐前											ランス	よーそろー																															
２０海里作戦.０６０５							海	モンスター印	m11海上																																		
２０海里作戦.０６１０	２５８／３／嵐の前				無音		海	イベント印																																			
２０海里作戦.０６１０.選択分岐.分岐前											ノア	嵐が来ます																															
２０海里作戦.０６２０	２５８／３／嵐／戦闘前		海／嵐		フィールド／戦場		海／嵐	謎戦闘印	m66嵐				２５８／３／嵐／戦闘後																														
２０海里作戦.０６２０.選択分岐.分岐前											ランス	うおおーっ！																															
２０海里作戦.０６２１							海／嵐	"\"""																																			
２０海里作戦.０６２１.選択分岐.分岐左											ランス	しっかり掴まってろ！																															
２０海里作戦.０６２１.選択分岐.分岐前											ランス	踏ん張れー！																															
２０海里作戦.０６２２							海／嵐	"\"""																																			
２０海里作戦.０６２２.選択分岐.分岐左											ランス	なんとかならんのか！																															
２０海里作戦.０６２２.選択分岐.分岐右											ランス	落ちるなよー！																															
２０海里作戦.０６２３							海／嵐			ダメージ　２２																																	
２０海里作戦.０６２３.選択分岐.分岐前											ランス	ぐわーーー！																															
２０海里作戦.０６２４							海／嵐			ダメージ　２２																																	
２０海里作戦.０６２４.選択分岐.分岐前											ランス	うごごご…死ぬ…																															
２０海里作戦.０６２５							海／嵐																																				
２０海里作戦.０６２５.選択分岐.分岐左											ランス	どりゃーーーー！																															
２０海里作戦.０６２５.選択分岐.分岐前											ランス	ぐわーーー！																															
２０海里作戦.０６２６							海／嵐			ダメージ　２２																																	
２０海里作戦.０６２６.選択分岐.分岐左											ランス	なんとかならんのか！																															
２０海里作戦.０６２６.選択分岐.分岐前											ランス	落ちるなよー！																															
２０海里作戦.０６２７							海／嵐			ダメージ　２２																																	
２０海里作戦.０６２７.選択分岐.分岐左											ランス	海のアホーーーー！																															
２０海里作戦.０６２７.選択分岐.分岐右											ランス	ぐわーーー！																															
２０海里作戦.０６２８							海／嵐																																				
２０海里作戦.０６２８.選択分岐.分岐前											ランス	まだか…まだ続くのか…																															
２０海里作戦.０６２９							海／嵐			ダメージ　２２																																	
２０海里作戦.０６２９.選択分岐.分岐前											ランス	どりゃーーーー！																															
２０海里作戦.０６３０							海／嵐			ダメージ　２２																																	
２０海里作戦.０６３０.選択分岐.分岐左											ランス	うごごご…死ぬ…																															
２０海里作戦.０６５０	２５８／３／嵐の後		海	海　－航海８日目－	フィールド／海	健太郎使用不可＝０	海	イベント印																																			
２０海里作戦.０６５０.選択分岐.分岐左	２５８／３／選択／捜す										ランス	サンセット号の女の子が心配だ$捜すぞ																															
２０海里作戦.０６５０.選択分岐.分岐右	２５８／３／選択／捜さない										ランス	心配だが時間が無い$先を進む																															
２０海里作戦.０６５５								自動モンスター印	m11海上　自動																																		
２０海里作戦.０６６０	２５８／３／あてな２号					あてな２号使用不可＝０	258溺れている何か／あてな２号	"\"""																																			
２０海里作戦.０６６０.選択分岐.分岐前											かなみ	あっ、あれ…！																															
２０海里作戦.０６７０	２５８／３／ロッキー					ロッキー使用不可＝０	258溺れている何か／ロッキー	"\"""																																			
２０海里作戦.０６７０.選択分岐.分岐前											ノア	進路を戻します																															
２０海里作戦.０６７１							海	"\"""																																			
２０海里作戦.０６７１.選択分岐.分岐前											船長	取り舵半分。$先を急ぐぜ																															
２０海里作戦.０６７２							海	モンスター印																																			
２０海里作戦.０６８０	２５８／４／食糧不足						海	イベント印																																			
２０海里作戦.０６８０.選択分岐.分岐前											カロリア	がまん……がまん……ごはん																															
２０海里作戦.０６８５								自動モンスター印	m11古代種　自動																																		
２０海里作戦.０６９０	２５８／４／フェリスの情報						海	イベント印																																			
２０海里作戦.０６９０.選択分岐.分岐前											シィル	ランス様、$ホッとしてます																															
２０海里作戦.０６９５								自動モンスター印	m11海上　自動																																		
２０海里作戦.０６９６							海	モンスター印	m22ダイコン																																		
２０海里作戦.０６９６.選択分岐.分岐前											アームズ	海のレアモンスターは、と……																															
２０海里作戦.０７００	２５８／４／上陸地点確定						海	イベント印																																			
２０海里作戦.０７００.選択分岐.分岐前											ノア	上陸地点によーそろー																															
２０海里作戦.０７１０	２５８／４／上陸１				フィールド／危機		海岸	イベント印																																			
２０海里作戦.０７１０.選択分岐.分岐前											ランス	上陸急げー！																															
２０海里作戦.０７１５								難易度ＵＰ印		難易度																																	
２０海里作戦.０７２０	２５８／４／上陸２	1					海岸	イベント印																																			
２部ＪＡＰＡＮ			自由都市平原	自由都市	フィールド／２部初クエスト																																						
２部ＪＡＰＡＮ.０１０	６０５／スタート						街道１	イベント印																																			
２部ＪＡＰＡＮ.０１５			天満橋	天満橋			都市																																				
２部ＪＡＰＡＮ.０２０	６０５／天満橋						都市	イベント印																																			
２部ＪＡＰＡＮ.０２０.選択分岐.分岐前			ＪＡＰＡＮ街道	ＪＡＰＡＮ	フィールド／ＪＡＰＡＮ						エール	出発する																															
２部ＪＡＰＡＮ.０３０							ＪＡＰＡＮ街道	ハニー印	m11ハニー																																		
２部ＪＡＰＡＮ.０４０	６０５／茶屋						000茶屋	"\"""																																			
２部ＪＡＰＡＮ.０５０							ＪＡＰＡＮ街道	モンスター印	m11鬼／弱				６０５／鬼／戦闘後																														
２部ＪＡＰＡＮ.０６０							ＪＡＰＡＮ街道																																				
２部ＪＡＰＡＮ.０６０.選択分岐.分岐左											ザンス	男なら勲章だ																															
２部ＪＡＰＡＮ.０６０.選択分岐.分岐右											長田君	男なら友情だ																															
２部ＪＡＰＡＮ.０６１							ＪＡＰＡＮ街道	勲章ＵＰ印		勲章																																	
２部ＪＡＰＡＮ.０６３							ＪＡＰＡＮ街道	友情ＵＰ印		友情																																	
２部ＪＡＰＡＮ.０７０							ＪＡＰＡＮ街道																																				
２部ＪＡＰＡＮ.１００	６０５／織田城着		ＪＡＰＡＮの城／廊下／炎上	ＪＡＰＡＮ　織田城	フィールド／危機		000ＪＡＰＡＮ城	"\"""																																			
２部ＪＡＰＡＮ.１００.選択分岐.分岐前											エール	大変だー																															
２部ＪＡＰＡＮ.１１０							ＪＡＰＡＮ城内／炎上	モンスター印	m11鬼／弱																																		
２部ＪＡＰＡＮ.１１０.選択分岐.分岐前											エール	大変だー																															
２部ＪＡＰＡＮ.１２０	６０５／乱義１						ＪＡＰＡＮ城内／炎上	イベント印																																			
２部ＪＡＰＡＮ.１２０.選択分岐.分岐前											乱義	まずは城内の鬼を$制圧しなくてはいけない																															
２部ＪＡＰＡＮ.１３０							ＪＡＰＡＮ城内／炎上	モンスター印	m11鬼／弱																																		
２部ＪＡＰＡＮ.１３０.選択分岐.分岐前											乱義	片付いたか																															
２部ＪＡＰＡＮ.１４０	６０５／乱義２		ＪＡＰＡＮの城		フィールド／首都		ＪＡＰＡＮ城内	イベント印																																			
２部ＪＡＰＡＮ.１４０.選択分岐.分岐前											乱義	よろしくお願いします																															
２部ＪＡＰＡＮ.１４５	６０５／乱義３					乱義を追加	ＪＡＰＡＮ城内	イベント印																																			
２部ＪＡＰＡＮ.１５０							ＪＡＰＡＮ城内	回復印		回復																																	
２部ＪＡＰＡＮ.１６０							ＪＡＰＡＮ城内	"\"""																																			
２部ＪＡＰＡＮ.１６０.選択分岐.分岐左	６０５／選択／香姫に会いに										エール	香姫に挨拶																															
２部ＪＡＰＡＮ.１６０.選択分岐.分岐前			ＪＡＰＡＮ街道	ＪＡＰＡＮ	フィールド／ＪＡＰＡＮ						エール	急ぎ死国へ向かう																															
２部ＪＡＰＡＮ.１７０	６０５／深根同行					深根を追加	ＪＡＰＡＮ城内	イベント印																																			
２部ＪＡＰＡＮ.１７０.選択分岐.分岐前			ＪＡＰＡＮ街道	ＪＡＰＡＮ	フィールド／ＪＡＰＡＮ						深根	わくわく																															
２部ＪＡＰＡＮ.１８０							ＪＡＰＡＮ街道	レア宝箱印		宝箱／レア																																	
２部ＪＡＰＡＮ.１９０	６０５／死国まで						野営地ＪＰ	イベント印																																			
２部ＪＡＰＡＮ.１９１							ＪＡＰＡＮ街道	モンスター印	m22ダイコン																																		
２部ＪＡＰＡＮ.１９２							ＪＡＰＡＮ街道																																				
２部ＪＡＰＡＮ.１９２.条件分岐.分岐前												深根が居る																							深根が居る								
２部ＪＡＰＡＮ.１９２.条件分岐.分岐右												－－－																								深根が居る							
２部ＪＡＰＡＮ.１９４	６０５／深根						ＪＡＰＡＮ街道	イベント印																																			
２部ＪＡＰＡＮ.１９４.選択分岐.分岐前											志津香２	まったくもう……																															
２部ＪＡＰＡＮ.１９５							ＪＡＰＡＮ街道	難易度ＵＰ印		難易度																																	
２部ＪＡＰＡＮ.２００	６０５／死国着		死国	死国	フィールド／僻地夜		死国	イベント印																																			
２部ＪＡＰＡＮ.２００.選択分岐.分岐前											乱義	早雲様を探しましょう																															
２部ＪＡＰＡＮ.２１０							死国	モンスター印	m22夜																																		
２部ＪＡＰＡＮ.２１０.選択分岐.分岐前											乱義	早雲様を探しましょう																															
２部ＪＡＰＡＮ.２２０	６０５／その頃ネプラカスと早雲						死国	その頃印																																			
２部ＪＡＰＡＮ.２２０.選択分岐.分岐前											乱義	早雲様を探しましょう																															
２部ＪＡＰＡＮ.２３０							死国	勲章ＵＰ印		勲章																																	
２部ＪＡＰＡＮ.２３０.選択分岐.分岐前											乱義	早雲様を探しましょう																															
２部ＪＡＰＡＮ.２４０	６０５／乱義とザンス						死国	イベント印																																			
２部ＪＡＰＡＮ.２４０.選択分岐.分岐前											長田君	さぁ、進もう																															
２部ＪＡＰＡＮ.２４０.選択分岐.分岐左											ザンス	ほんと、辛気くせぇ																															
２部ＪＡＰＡＮ.２４５							死国	回復印		回復																																	
２部ＪＡＰＡＮ.２４５.選択分岐.分岐前																			ウズメが居る 顔画像=ウズメ 説明=早雲さまー																								
２部ＪＡＰＡＮ.２４４							死国	レア宝箱印		宝箱／レア																																	
２部ＪＡＰＡＮ.２４６	６０５／乱義とザンス２						死国	イベント印																																			
２部ＪＡＰＡＮ.２５０	６０５／大鬼／戦闘前						死国	中ボス印									m55大鬼コウギョク																										
２部ＪＡＰＡＮ.２６０	６０５／すず						死国	イベント印																																			
２部ＪＡＰＡＮ.２６６							死国																																				
２部ＪＡＰＡＮ.２７０	６０５／戯骸１						溶岩	イベント印																																			
２部ＪＡＰＡＮ.２８０							死国	モンスター印	m11飛行																																		
２部ＪＡＰＡＮ.２９０	６０５／戯骸２						死国	イベント印																																			
２部ＪＡＰＡＮ.２９０.選択分岐.分岐前											エール	あっちに進む																															
２部ＪＡＰＡＮ.２９０.選択分岐.分岐右											エール	こっちに進む																															
２部ＪＡＰＡＮ.３００							死国	レア宝箱印		宝箱／レア																																	
２部ＪＡＰＡＮ.３０５							死国	回復印		回復																																	
２部ＪＡＰＡＮ.３１０	６０５／早雲／戦闘前						死国	味方ボス印						６０５／早雲／戦闘後			m55早雲																										
２部ＪＡＰＡＮ.３２０	６０５／南条蘭						死国	イベント印																																			
２部ＪＡＰＡＮ.３２０.選択分岐.分岐前											エール	オーブを捜す																															
２部ＪＡＰＡＮ.３３０							死国	友情ＵＰ印		友情																																	
２部ＪＡＰＡＮ.３４０	６０５／オーブの祠				フィールド／優勢	金のオーブを追加	死国	イベント印																																			
２部ＪＡＰＡＮ.３４０.選択分岐.分岐前											エール	早雲の所に戻る																															
２部ＪＡＰＡＮ.３５０	６０５／不憫な早雲						死国	イベント印																																			
２部ＪＡＰＡＮ.３５０.選択分岐.分岐前											乱義	帰りましょう																															
２部ＪＡＰＡＮ.３６０	６０５／クエルプラン発生		クエルプラン全景		ＡＤＶ／悲惨		死国	イベント印																																			
２部ＪＡＰＡＮ.３６０.選択分岐.分岐前											乱義	クエルプランだと！？																															
２部ＪＡＰＡＮ.３７０	６０５／クエルプラン／戦闘前		死国		無音		死国	大ボス印						６０５／クエルプラン／戦闘後			m55クエルプラン／Ｅ																										
２部ＪＡＰＡＮ.３７０.選択分岐.分岐前											エール	？？？？																															
